seed_id,candidate_id,candidate_rank,nid,news_id,summary,original_title,category,subvert,original_clickbait_penalty,original_predicted_clickbait,candidate_title,candidate_model,candidate_error,candidate_clickbait_penalty,candidate_predicted_clickbait,candidate_pred_faithfulness,candidate_pred_clarity,candidate_pred_specificity,candidate_pred_attractiveness,candidate_pred_non_clickbait,candidate_pred_overall,candidate_quality_reward,candidate_pairwise_reward,agentic_final_score
1,1_c1,1,19315,N33438,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",NASA's Christina Koch got a little bit messy during first all-female spacewalk,news,newsscienceandtechnology,0.9999181,1,NASA Astronauts Face Challenges During Spacewalks on the ISS,gpt-4o-mini,,0.00016358133871108294,0.0,4.700128555297852,4.781492710113525,4.243772029876709,3.8811440467834473,4.827789783477783,4.495706558227539,4.478789806365967,0.6726011037826538,6.143516540527344
1,1_c2,2,19315,N33438,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",NASA's Christina Koch got a little bit messy during first all-female spacewalk,news,newsscienceandtechnology,0.9999181,1,Physical Endurance Essential for NASA Astronauts on Spacewalks,gpt-4o-mini,,0.00010408253729110584,0.0,4.4574689865112305,4.622544765472412,3.77311372756958,3.6792099475860596,4.721094131469727,4.188122272491455,4.236534595489502,0.5757324695587158,5.750314235687256
1,1_c3,3,19315,N33438,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",NASA's Christina Koch got a little bit messy during first all-female spacewalk,news,newsscienceandtechnology,0.9999181,1,The Rigorous Demands of Spacewalks for NASA Astronauts on the ISS,gpt-4o-mini,,0.0006744976853951812,0.0,3.8347132205963135,4.295060157775879,3.039052963256836,3.3609819412231445,4.417376518249512,3.4584195613861084,3.7394399642944336,0.35802966356277466,4.948882102966309
2,2_c1,1,44364,N60123,"LODI -- Spain's king of red grapes, Tempranillo, has found a home in Lodi, where talented growers and winemakers respect and know how to handle the variety. To celebrate International Tempranillo Day, Bokisch Vineyards is putting on the fourth annual Lodi Tour of Tempranillo Friday through Sunday. This year, 13 boutique wineries in the Lodi American Viticultural Area will showcase their ...",Tour of Tempranillo offers taste of Lodi's take on the Spanish varietal,foodanddrink,newstrends,0.0020869977,0,Tempranillo Grows in Popularity at Lodi Wine Celebration,gpt-4o-mini,,0.00011592287773964927,0.0,4.856945991516113,4.883872985839844,4.666965007781982,4.219700336456299,4.905885219573975,4.769393444061279,4.703624248504639,0.6585025787353516,6.438708305358887
2,2_c2,2,44364,N60123,"LODI -- Spain's king of red grapes, Tempranillo, has found a home in Lodi, where talented growers and winemakers respect and know how to handle the variety. To celebrate International Tempranillo Day, Bokisch Vineyards is putting on the fourth annual Lodi Tour of Tempranillo Friday through Sunday. This year, 13 boutique wineries in the Lodi American Viticultural Area will showcase their ...",Tour of Tempranillo offers taste of Lodi's take on the Spanish varietal,foodanddrink,newstrends,0.0020869977,0,Lodi Hosts Fourth Annual Tour of Tempranillo This Weekend,gpt-4o-mini,,0.00014586772886104882,0.0,4.8699235916137695,4.882143974304199,4.7190775871276855,4.217505931854248,4.904248237609863,4.8060102462768555,4.717403411865234,0.7589402198791504,6.5032548904418945
2,2_c3,3,44364,N60123,"LODI -- Spain's king of red grapes, Tempranillo, has found a home in Lodi, where talented growers and winemakers respect and know how to handle the variety. To celebrate International Tempranillo Day, Bokisch Vineyards is putting on the fourth annual Lodi Tour of Tempranillo Friday through Sunday. This year, 13 boutique wineries in the Lodi American Viticultural Area will showcase their ...",Tour of Tempranillo offers taste of Lodi's take on the Spanish varietal,foodanddrink,newstrends,0.0020869977,0,Thirteen Wineries Participate in Lodi's Tempranillo Day Festivities,gpt-4o-mini,,0.001492349780164659,0.0,4.863677978515625,4.880908489227295,4.703407287597656,4.230422019958496,4.906157970428467,4.796799659729004,4.715254783630371,0.7750155925750732,6.5021653175354
3,3_c1,1,24888,N27810,"Today, roller coasters have become instruments of adrenaline (or torture, depending on your perspective). They break speed records, hurl passengers through space, and some are even designed to trick riders.",The Best Roller Coasters Around the World,travel,traveltripideas,0.99994266,1,Roller Coasters: Thrilling Speed Records and Innovative Designs,gpt-4o-mini,,0.00023779802722856402,0.0,4.561052322387695,4.730710029602051,4.00595760345459,3.8615198135375977,4.77337121963501,4.346936225891113,4.373766899108887,0.923317551612854,6.07399845123291
3,3_c2,2,24888,N27810,"Today, roller coasters have become instruments of adrenaline (or torture, depending on your perspective). They break speed records, hurl passengers through space, and some are even designed to trick riders.",The Best Roller Coasters Around the World,travel,traveltripideas,0.99994266,1,Exploring the Dual Nature of Modern Roller Coasters,gpt-4o-mini,,0.9991645812988281,1.0,3.927607536315918,4.395430564880371,3.151099920272827,3.4878413677215576,4.497006416320801,3.630739212036133,3.8490748405456543,0.5686533451080322,4.670185089111328
3,3_c3,3,24888,N27810,"Today, roller coasters have become instruments of adrenaline (or torture, depending on your perspective). They break speed records, hurl passengers through space, and some are even designed to trick riders.",The Best Roller Coasters Around the World,travel,traveltripideas,0.99994266,1,Roller Coasters Push Boundaries of Speed and Rider Experience,gpt-4o-mini,,0.0001622512936592102,0.0,4.4557647705078125,4.658052444458008,3.846571922302246,3.7589592933654785,4.714104175567627,4.188739776611328,4.267416477203369,0.7700680494308472,5.867541313171387
4,4_c1,1,50407,N13403,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",'We always believe': Win over 49ers proves Seattle Seahawks' mindset is more than just lip service,sports,football_nfl,0.00012817541,0,Seattle Seahawks Defeat Unbeaten 49ers in Thrilling Comeback Win,gpt-4o-mini,,0.00014102946443017572,0.0,4.860971450805664,4.8646159172058105,4.701977252960205,4.136590003967285,4.897666931152344,4.772172927856445,4.689416885375977,0.6096837520599365,6.416932582855225
4,4_c2,2,50407,N13403,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",'We always believe': Win over 49ers proves Seattle Seahawks' mindset is more than just lip service,sports,football_nfl,0.00012817541,0,Mike Jones Highlights Seahawks' Impressive Victory Over 49ers,gpt-4o-mini,,0.0001168331946246326,0.0,4.833261013031006,4.84832763671875,4.672111511230469,4.10969352722168,4.878107070922852,4.7405195236206055,4.664087772369385,0.8555506467819214,6.48170280456543
4,4_c3,3,50407,N13403,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",'We always believe': Win over 49ers proves Seattle Seahawks' mindset is more than just lip service,sports,football_nfl,0.00012817541,0,Seattle Seahawks Prove Their Strength by Defeating 49ers,gpt-4o-mini,,0.00017224425391759723,0.0,4.7622785568237305,4.809023857116699,4.487261772155762,4.020665168762207,4.844407081604004,4.641053199768066,4.579911708831787,0.48235583305358887,6.209940433502197
5,5_c1,1,42378,N7244,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Depth charts: Projected starters for Iowa State vs. No. 23 Texas,sports,football_ncaa,0.00015676561,0,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,gpt-4o-mini,,8.87453425093554e-05,0.0,4.863799095153809,4.863076210021973,4.777492523193359,4.184636116027832,4.891040802001953,4.816195011138916,4.714237689971924,0.8498504757881165,6.546800136566162
