seed_id,objective,objective_name,category,summary,display_label,display_order,variant,candidate_id,candidate_source,headline,is_recommended,recommendation_summary,quality_score,risk_score,audience_score,audience_signal,objective_fit_score,support_score,evidence_support_score,recommendation_score,base_objective_score,persona_adjustment,clickbait_penalty,pred_overall,persona_mean_overall,summary_support_rate,llm_overall,hidden_candidate_pool_size,hidden_candidate_source_count,roles,unified_decision_score,decision_explanation
1,editorial,Editorial,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Human baseline,1,original,original,human_editor,NASA's Christina Koch got a little bit messy during first all-female spacewalk,False,Original human-written headline used as the editorial reference point.,0.451488,0.00010799999999999699,0.6,persona voted,0.56274522035,0.0,0.0,3.3764713221,3.3764713221,0.0,0.999892,3.2249177,3.0,0.0,3.0,10,8,Human baseline,0.388734,Not selected because it has higher risk by 1.00; lower quality by 0.30; weaker Editorial objective fit by 0.40.
1,editorial,Editorial,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Low-risk alternative,3,agentic_candidate,1_c2,agentic_generator_v3_candidate,Physical Endurance Essential for NASA Astronauts on Spacewalks,False,Selected from the hidden candidate pool for low clickbait risk while keeping predicted quality.,0.736337,0.9998959174627089,0.5,neutral fallback,0.7789688139398399,0.5,0.5,4.673812883639039,4.673812883639039,0.0,0.0001040825372911,4.188122272491455,,0.5,,10,8,Low-risk alternative,0.777434,Not selected because it has weaker Editorial objective fit by 0.18; weaker audience fit by 0.45.
1,editorial,Editorial,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Recommended,4,zero_shot,zero_shot,api_zero_shot_generator,NASA Astronauts on ISS Face Challenges of Long Spacewalks,True,"Prioritizes balanced, compact, publication-ready news headlines. Risk is low after folding clickbait into the safety score. Audience/persona scoring favors it. The local quality critic rates it highly.",0.752579,0.99989028822,0.95,persona voted,0.960181000685,0.2857142857142857,0.2857142857142857,5.76108600411,5.13608600411,0.6249999999999999,0.00010971178,4.7633214,4.75,0.2857142857142857,5.0,10,8,GenAI baseline; Recommended,0.89592,"Prioritizes balanced, compact, publication-ready news headlines. Risk is low after folding clickbait into the safety score. Audience/persona scoring favors it. The local quality critic rates it highly."
1,growth,Growth,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Human baseline,1,original,original,human_editor,NASA's Christina Koch got a little bit messy during first all-female spacewalk,False,Original human-written headline used as the editorial reference point.,0.451488,0.00010799999999999699,0.6,persona voted,0.5663109921333332,0.0,0.0,3.3978659527999997,3.2228659528,0.175,0.999892,3.2249177,3.0,0.0,3.0,10,8,Human baseline,0.432787,Not selected because it has higher risk by 1.00; lower quality by 0.30; weaker Growth objective fit by 0.39.
1,growth,Growth,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Low-risk alternative,3,agentic_candidate,1_c2,agentic_generator_v3_candidate,Physical Endurance Essential for NASA Astronauts on Spacewalks,False,Selected from the hidden candidate pool for low clickbait risk while keeping predicted quality.,0.736337,0.9998959174627089,0.5,neutral fallback,0.728782501068478,0.5,0.5,4.372695006410868,4.372695006410868,0.0,0.0001040825372911,4.188122272491455,,0.5,,10,8,Low-risk alternative,0.727698,Not selected because it has weaker Growth objective fit by 0.22; weaker audience fit by 0.45.
1,growth,Growth,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Recommended,4,zero_shot,zero_shot,api_zero_shot_generator,NASA Astronauts on ISS Face Challenges of Long Spacewalks,True,Prioritizes engaging headlines while still controlling clickbait and trust risk. Risk is low after folding clickbait into the safety score. Audience/persona scoring favors it. The local quality critic rates it highly.,0.752579,0.99989028822,0.95,persona voted,0.9517767868128333,0.2857142857142857,0.2857142857142857,5.710660720877,4.860660720877,0.85,0.00010971178,4.7633214,4.75,0.2857142857142857,5.0,10,8,GenAI baseline; Recommended,0.911156,Prioritizes engaging headlines while still controlling clickbait and trust risk. Risk is low after folding clickbait into the safety score. Audience/persona scoring favors it. The local quality critic rates it highly.
1,specificity,Specificity,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Human baseline,1,original,original,human_editor,NASA's Christina Koch got a little bit messy during first all-female spacewalk,False,Original human-written headline used as the editorial reference point.,0.451488,0.00010799999999999699,0.6,persona voted,0.5238518194,0.0,0.0,3.1431109164,3.0931109164,0.05,0.999892,3.2249177,3.0,0.0,3.0,10,8,Human baseline,0.431196,Not selected because it has higher risk by 1.00; lower quality by 0.30; weaker Specificity objective fit by 0.38.
1,specificity,Specificity,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Low-risk alternative,3,agentic_candidate,1_c2,agentic_generator_v3_candidate,Physical Endurance Essential for NASA Astronauts on Spacewalks,False,Selected from the hidden candidate pool for low clickbait risk while keeping predicted quality.,0.736337,0.9998959174627089,0.5,neutral fallback,0.7430652817403823,0.5,0.5,4.458391690442294,4.458391690442294,0.0,0.0001040825372911,4.188122272491455,,0.5,,10,8,Low-risk alternative,0.755265,Not selected because it has weaker Specificity objective fit by 0.17; weaker audience fit by 0.45.
1,specificity,Specificity,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Recommended,4,zero_shot,zero_shot,api_zero_shot_generator,NASA Astronauts on ISS Face Challenges of Long Spacewalks,True,"Prioritizes concrete, source-supported details without losing clarity. Risk is low after folding clickbait into the safety score. Audience/persona scoring favors it. The local quality critic rates it highly.",0.752579,0.99989028822,0.95,persona voted,0.9083134511403094,0.2857142857142857,0.2857142857142857,5.449880706841856,4.968630706841856,0.4812499999999999,0.00010971178,4.7633214,4.75,0.2857142857142857,5.0,10,8,GenAI baseline; Recommended,0.879498,"Prioritizes concrete, source-supported details without losing clarity. Risk is low after folding clickbait into the safety score. Audience/persona scoring favors it. The local quality critic rates it highly."
1,trust_safety,Trust / Safety,news,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",Human baseline,1,original,original,human_editor,NASA's Christina Koch got a little bit messy during first all-female spacewalk,False,Original human-written headline used as the editorial reference point.,0.451488,0.00010799999999999699,0.6,persona voted,0.4955161402333334,0.0,0.0,2.9730968414000003,2.9730968414000003,0.0,0.999892,3.2249177,3.0,0.0,3.0,10,8,Human baseline,0.324587,Not selected because it has higher risk by 1.00; lower quality by 0.30; weaker Trust / Safety objective fit by 0.43.
